pair_id,severity,true_peak,global_max,argmax_dist_px,pixels_above_true,true_site_is_argmax
pair_0000,3,0.9470476508140564,0.9470476508140564,0.5801189533190928,0,1
pair_0007,3,0.7548774480819702,0.7548774480819702,0.4127687003637619,0,1
pair_0012,3,0.6748564839363098,0.6748564839363098,0.33654271645657696,0,1
pair_0014,3,0.9618546366691589,0.9618546366691589,0.5452201390264281,0,1
pair_0017,3,0.19270792603492737,0.23311272263526917,38.38605210229361,25,0
pair_0018,3,0.6918937563896179,0.6918937563896179,1.5639491679718542,0,1
pair_0019,3,0.9383212327957153,0.9383212327957153,0.23648467180770097,0,1
pair_0022,3,0.9493920803070068,0.9493920803070068,0.35502816789662195,0,1
pair_0027,3,0.9485832452774048,0.9485832452774048,0.7207176978540181,0,1
pair_0037,3,0.5492934584617615,0.5492934584617615,0.4749368379057937,0,1
pair_0042,3,0.1890692114830017,0.2534189224243164,633.9080286871274,1172,0
pair_0057,3,0.911055326461792,0.911055326461792,0.43959185615752905,0,1
pair_0058,3,0.9498136043548584,0.9498136043548584,0.38675702967106323,0,1
pair_0067,3,0.6158573031425476,0.6171507239341736,351.11348852757,2,0
pair_0079,3,0.4801654815673828,0.4801654815673828,1.3738853663971091,0,1
pair_0084,3,0.3322314918041229,0.3926273286342621,16.110363279578788,33,0
pair_0087,3,0.9493592977523804,0.9493592977523804,0.40329145788130333,0,1
pair_0090,3,0.4858378469944,0.5648165345191956,340.9933631172313,3423,0
pair_0092,3,0.6469377875328064,0.6469377875328064,0.5836925560601292,0,1
pair_0093,3,0.40374791622161865,0.40374791622161865,0.32809297462763903,0,1
pair_0094,3,0.362324595451355,0.4796382188796997,752.2046617031831,10165,0
pair_0095,3,0.8955824375152588,0.8955824375152588,1.2831367814851282,0,1
pair_0110,3,0.7060865759849548,0.7060865759849548,1.2383912951890326,0,1
pair_0122,3,0.48010534048080444,0.5539077520370483,513.3485445990862,293,0
pair_0130,3,0.9506143927574158,0.9506143927574158,0.3977235220602188,0,1
pair_0134,3,0.26562434434890747,0.26562434434890747,1.6560027173890692,0,1
pair_0136,3,0.9299779534339905,0.9299779534339905,0.5444235483518574,0,1
pair_0140,3,0.5157120227813721,0.5157120227813721,0.5716589892585087,0,1
pair_0142,3,0.4358164966106415,0.47252339124679565,30.836722945215843,93,0
pair_0147,3,0.9419530034065247,0.9419530034065247,2.040911806031797,0,1
pair_0154,3,0.5131628513336182,0.6063868999481201,642.1751792159208,6096,0
pair_0155,3,0.38092756271362305,0.38092756271362305,0.8410166466842351,0,1
pair_0157,3,0.5767303109169006,0.642341136932373,274.27205042074553,423,0
pair_0158,3,0.8159730434417725,0.8159730434417725,0.7819936061119428,0,1
pair_0164,3,0.6319524049758911,0.699899435043335,411.0560220334936,197,0
pair_0165,3,0.5533803105354309,0.5533803105354309,1.1310534912195822,0,1
pair_0175,3,0.9302730560302734,0.9302730560302734,0.5100480369533744,0,1
pair_0178,3,0.15278317034244537,0.18133187294006348,7.117181464596756,13,0
pair_0189,3,0.20565178990364075,0.2174559235572815,87.47561285867052,16,0
pair_0193,3,0.2471366673707962,0.2471366673707962,1.5076740363885321,0,1
pair_0198,3,0.5080815553665161,0.5274224281311035,975.0049614519918,20,0
pair_0199,3,0.3680194318294525,0.46386662125587463,34.75667843738812,408,0
