pair_id,severity,true_peak,global_max,argmax_dist_px,pixels_above_true,true_site_is_argmax
pair_0002,2,0.7420632243156433,0.7420632243156433,1.0822208647036968,0,1
pair_0003,2,0.534614622592926,0.534614622592926,0.6511443772313049,0,1
pair_0006,2,0.8277589082717896,0.8507394194602966,14.62476888706279,3,0
pair_0013,2,0.43485793471336365,0.43485793471336365,0.680523328035136,0,1
pair_0023,2,0.6315872669219971,0.6315872669219971,0.7981892006285356,0,1
pair_0028,2,0.679395854473114,0.679395854473114,0.6456136615655038,0,1
pair_0030,2,0.6176819205284119,0.6176819205284119,0.2837534140763583,0,1
pair_0032,2,0.6248698830604553,0.660651445388794,30.481229781621284,46,0
pair_0045,2,0.9354804754257202,0.9354804754257202,0.505689628131704,0,1
pair_0050,2,0.8109322786331177,0.8109322786331177,0.5533434738026567,0,1
pair_0052,2,0.6735146045684814,0.6735146045684814,0.6897079091905228,0,1
pair_0060,2,0.9667472839355469,0.9667472839355469,0.43207522493199074,0,1
pair_0069,2,0.6887965798377991,0.6887965798377991,0.6991451923599045,0,1
pair_0070,2,0.8868271112442017,0.8868271112442017,0.6361414936946146,0,1
pair_0071,2,0.9335317015647888,0.9335317015647888,0.2134689672996856,0,1
pair_0076,2,0.8069986701011658,0.8069986701011658,0.5489571932309633,0,1
pair_0082,2,0.46354806423187256,0.5546820759773254,24.825706938574783,233,0
pair_0091,2,0.6404557228088379,0.6795024275779724,76.15702153445866,36,0
pair_0100,2,0.9300730228424072,0.9300730228424072,0.37489331815866683,0,1
pair_0108,2,0.9438926577568054,0.9438926577568054,0.530626987628786,0,1
pair_0109,2,0.5588900446891785,0.5588900446891785,0.47885279575248796,0,1
pair_0113,2,0.8931789994239807,0.8931789994239807,0.5280804862896995,0,1
pair_0114,2,0.8503648042678833,0.8503648042678833,0.6425114784966905,0,1
pair_0120,2,0.5577313303947449,0.5577313303947449,0.2732709278353454,0,1
pair_0123,2,0.9807103872299194,0.9807103872299194,0.4596270227042257,0,1
pair_0124,2,0.63132244348526,0.63132244348526,0.2262144999773033,0,1
pair_0128,2,0.44968172907829285,0.44968172907829285,0.9764942396143347,0,1
pair_0129,2,0.7063992619514465,0.7063992619514465,0.6060833276043975,0,1
pair_0139,2,0.7333157062530518,0.7333157062530518,0.874777686043771,0,1
pair_0143,2,0.7182390689849854,0.7182390689849854,0.5176118236671041,0,1
pair_0149,2,0.7792961597442627,0.7792961597442627,0.39932192526831495,0,1
pair_0162,2,0.7417635321617126,0.7417635321617126,0.3162103730113986,0,1
pair_0166,2,0.7497449517250061,0.7640892267227173,79.78414420171468,9,0
pair_0168,2,0.9148867130279541,0.9148867130279541,0.564476748856859,0,1
pair_0169,2,0.8444069027900696,0.8444069027900696,0.3162419959461407,0,1
pair_0171,2,0.7783094048500061,0.7801858186721802,83.03257782340619,1,0
pair_0172,2,0.9547339081764221,0.9547339081764221,0.41731043600656365,0,1
pair_0173,2,0.708417534828186,0.708417534828186,0.7493530543075383,0,1
pair_0177,2,0.8072468638420105,0.8072468638420105,0.6135144660071722,0,1
pair_0182,2,0.6656780242919922,0.6656780242919922,0.2744321409747754,0,1
pair_0183,2,0.8216012120246887,0.8216012120246887,0.21669563908857725,0,1
pair_0184,2,0.9560619592666626,0.9560619592666626,0.43809245599531726,0,1
pair_0190,2,0.49883660674095154,0.5621832609176636,77.67789936655086,203,0
