pair_id,severity,true_peak,global_max,argmax_dist_px,pixels_above_true,true_site_is_argmax
pair_0001,1,0.689516007900238,0.689516007900238,0.7523596214577115,0,1
pair_0004,1,0.730398952960968,0.730398952960968,0.7273630455281639,0,1
pair_0015,1,0.8922450542449951,0.8922450542449951,0.3210436107447087,0,1
pair_0020,1,0.8851824402809143,0.8851824402809143,0.2798856909525728,0,1
pair_0025,1,0.8307680487632751,0.8307680487632751,0.29347061181661244,0,1
pair_0035,1,0.8195545077323914,0.8286363482475281,16.429944765579716,4,0
pair_0036,1,0.6940119862556458,0.6940119862556458,0.4981766754877057,0,1
pair_0041,1,0.5229151844978333,0.5229151844978333,0.44086846110828615,0,1
pair_0044,1,0.9688625931739807,0.9688625931739807,0.3238904135660874,0,1
pair_0049,1,0.8769614100456238,0.8769614100456238,0.4314267029287905,0,1
pair_0055,1,0.8028460144996643,0.8028460144996643,0.6043078685570962,0,1
pair_0056,1,0.9389569759368896,0.9389569759368896,0.4925200503532856,0,1
pair_0064,1,0.8522153496742249,0.8522153496742249,0.4456242812056023,0,1
pair_0073,1,0.8441715240478516,0.8441715240478516,0.36729416004065696,0,1
pair_0077,1,0.8814355134963989,0.8814355134963989,0.47905323295015906,0,1
pair_0080,1,0.8221465945243835,0.8221465945243835,0.2116246677492552,0,1
pair_0081,1,0.7209543585777283,0.7209543585777283,0.14458561477547635,0,1
pair_0085,1,0.8604483008384705,0.8604483008384705,0.8486442128477242,0,1
pair_0099,1,0.8744601011276245,0.8744601011276245,0.4523295258989487,0,1
pair_0105,1,0.9808059334754944,0.9808059334754944,0.37979599787258134,0,1
pair_0106,1,0.8932514190673828,0.8940477967262268,53.96916142576243,1,0
pair_0116,1,0.7073882222175598,0.7073882222175598,0.5914051065048229,0,1
pair_0121,1,0.7926477193832397,0.7926477193832397,0.26407006645958847,0,1
pair_0127,1,0.6836313009262085,0.6836313009262085,0.6199645151135015,0,1
pair_0131,1,0.7211163640022278,0.792949378490448,74.5448046345283,281,0
pair_0135,1,0.7715368866920471,0.7715368866920471,0.614586039542095,0,1
pair_0151,1,0.8417748212814331,0.8417748212814331,0.1991607391028673,0,1
pair_0167,1,0.7866337895393372,0.7866337895393372,0.4719427931434345,0,1
pair_0174,1,0.8772472739219666,0.8772472739219666,0.06860029154452715,0,1
pair_0179,1,0.7644325494766235,0.7644325494766235,0.47817360864020897,0,1
pair_0181,1,0.7213847637176514,0.7213847637176514,0.6333987685494822,0,1
pair_0185,1,0.8634280562400818,0.8649755716323853,23.248034411536864,1,0
pair_0188,1,0.8292279839515686,0.8292279839515686,0.5778312902569048,0,1
